stock_code,pre_close
603861,1146
300240,756
300476,28788
000655,901
603032,1983
000810,1135
603596,4984
002549,2109
301566,1909
600808,382
603324,2379
300610,1146
688017,15414
300285,2609
600549,4000
600714,1214
300005,1054
600236,687
688380,3107
301228,4061
300157,450
300693,3789
300909,4294
300429,1395
600963,425
001317,5622
920371,1125
300385,611
301600,13330
600635,642
688183,9758
603020,1010
000595,554
001288,3196
301045,2681
301511,3529
300065,1711
300666,8983
001205,1719
688227,6386
002295,1284
600375,592
300906,3699
002008,3698
000586,1387
603306,5960
603588,721
603225,1705
603933,2365
600166,285
002340,758
688088,4655
688071,3234
300140,635
688168,7599
300570,11580
301269,10331
300200,1178
000506,1338
300916,3315
301563,14897
688796,5007
688799,4833
600638,577
301560,3399
600817,1094
300480,1578
300516,7485
603023,580
600345,2969
605228,1454
603516,19795
603687,938
002990,2750
688138,2731
300594,1790
301638,1921
301219,6273
920370,424
600318,880
300450,4674
002885,2550
920819,394
300400,1839
002028,14585
301628,8848
688729,2436
000906,594
688521,12511
688543,5500
688120,15210
603557,264
603296,8937
002865,4805
600776,1503
002767,2230
603583,3406
000929,870
002717,168
688166,4860
603799,6371
920522,5700
300550,1345
300093,1518
688313,9460
603986,21021
002353,6797
300723,3560
301132,3262
000683,714
002240,3330
605069,988
600158,886
300520,3549
002501,239
601020,2699
600160,3650
688162,2906
688549,890
603033,1026
920533,2875
300352,584
002486,309
002037,962
600475,1691
002827,3655
002766,585
300939,3484
002552,1629
688350,2216
920575,869
600096,2985
600584,3576
002104,1988
688469,662
603786,7272
001223,4798
688126,2051
600026,1161
003002,3110
002429,671
301678,6533
000021,2371
603057,1914
300098,603
601126,2945
600176,1522
688181,3268
300067,498
688251,2915
002745,925
301501,4340
603211,2032
600830,929
000672,1113
688700,3365
301538,7192
603125,1725
920174,4831
605298,4118
002196,1228
001311,3005
002643,1449
301251,5005
002121,763
688658,2252
688699,4330
603876,1274
000520,513
002155,2125
301366,3392
603657,3036
600728,623
300398,2244
603297,10121
603836,1394
002858,1553
301399,1803
600773,1223
300250,2443
300207,2850
688548,1295
002138,3447
301018,5682
920403,2336
300765,3469
301176,2425
688320,3170
600843,1157
000615,411
002126,3407
300586,1048
920030,672
688757,2585
600089,2188
920496,1060
300303,680
603124,7728
600435,1401
301216,1712
600869,761
688292,2864
300555,1365
002801,3238
300096,767
002653,5204
601616,384
301287,4185
000737,1419
002674,1383
001285,5544
002611,1768
603278,962
301598,6190
300680,4720
601777,1045
300599,738
688280,817
301027,1711
002281,6848
300258,1285
000625,1175
688719,4780
688001,2772
002119,1611
000524,1258
300326,553
688662,4697
603699,4930
002972,1185
300537,2297
301328,4201
002058,2183
300475,13320
301528,6163
920037,8830
603391,6498
603690,2911
688268,5809
600469,680
002234,878
688249,3521
000048,1320
300853,1972
300679,4950
688776,9261
688261,6484
603688,3582
688618,2663
688029,8158
002380,2663
300967,1947
000547,2230
000636,1544
603389,3660
600510,852
002747,2118
688141,3623
300342,2858
300136,3803
920786,1144
301192,2946
002702,859
301063,2374
603815,778
002278,1147
688167,17474
300373,6439
002176,944
603282,1938
300462,1118
600094,415
001322,872
603328,1081
603031,4290
002815,1334
300302,1793
688008,11758
300857,13394
688484,3755
002496,167
301555,3138
002237,1297
300397,1423
002706,963
920717,1301
300489,4379
605005,2024
002869,2408
300324,590
300478,3184
600703,1313
603698,2747
300076,723
002935,1963
300674,2172
688218,2090
000678,1451
301368,5550
300430,1890
688508,5788
603059,3078
600936,430
688419,2710
300421,2716
002733,1939
301153,1990
002630,260
002187,824
688165,1953
000426,3533
300410,825
688122,7121
920527,1835
688319,2534
300618,4334
000301,1007
600313,659
301183,16308
603002,703
300125,749
301077,2868
600298,4459
688199,2385
603187,1502
603725,929
300331,3008
002009,1554
001338,1239
688536,14041
600338,1378
300650,1647
920866,845
003033,6631
300948,2012
688513,5728
001313,810
920906,2978
603400,5164
603985,1444
603236,9201
000032,1852
600755,634
002458,858
003036,1588
600281,590
300720,2998
002988,3650
002211,320
002017,2101
300179,1425
301631,10500
300836,5305
600246,1200
002957,1938
688584,2154
300154,925
688352,1247
920964,695
001389,7827
300071,555
600063,603
600578,464
301012,2557
002081,326
605488,3120
002194,1259
688081,2937
301662,11310
300991,3833
300274,16405
000677,422
002173,2112
300224,1502
600113,6035
301182,3848
600178,1177
601609,1037
920225,3008
301158,2118
600990,3119
002762,709
688107,2555
300543,1045
002072,712
002965,3662
603255,2950
300437,1668
603871,1384
002480,620
300872,1912
603662,6310
002485,384
002709,3804
000800,674
603119,9030
688556,1108
002249,1012
301536,6029
000543,821
002889,1642
002442,629
002690,2033
688205,15100
300368,1458
002335,5247
688295,2625
688507,9140
601022,924
688551,3656
000608,244
301173,4590
300046,3467
002880,2590
300572,2842
605589,2690
002272,1418
002246,1666
603273,1964
688449,4377
300473,2803
300756,5651
300701,1381
300697,1626
920729,889
688186,2270
300265,1333
688591,4258
000813,396
601789,496
000559,1141
688006,2773
688359,6797
301220,3625
600206,1992
688148,896
688089,2349
000766,2804
002401,1551
300024,1705
688702,12843
002315,4262
689009,5782
603901,1358
603017,1009
300607,2775
300477,302
300626,1262
002150,1921
000905,1317
688678,2279
605020,2580
300366,659
002824,1777
002696,711
601179,914
688262,2845
603088,1015
688665,4784
300911,3260
002373,1120
002185,1070
601100,10534
300328,1582
002130,2604
688550,4386
603906,1888
688211,3009
300563,3576
600397,716
920489,1890
300731,5065
000555,1585
301225,9680
600601,1180
300225,462
301568,4485
688661,5149
301459,4332
301622,6202
603920,4189
002582,1089
688388,3672
002109,363
002466,5290
600268,1038
688099,8514
002229,1561
688123,12250
301421,10100
002445,261
300465,1985
688458,3709
002654,1414
002207,733
301629,22052
300343,578
301330,2840
300755,1845
688131,7050
002210,369
688286,7390
688230,6433
300130,2481
002408,476
002197,953
688109,12560
000564,265
603767,2333
002956,2495
605258,3138
688248,4363
300786,1545
002245,1599
301221,5171
920062,1017
688025,14063
603416,5233
301013,2683
300458,4080
600984,429
002407,2901
688480,4679
688255,3289
603158,1025
600365,324
603185,2863
300698,4266
688655,1730
600228,488
300293,2115
301397,3204
688259,4015
603019,8585
002782,1800
002085,1528
688592,4100
920405,2730
603611,2299
300467,2794
688535,10030
605588,4937
605287,2582
003041,4171
603619,2198
688721,4512
603093,1926
688396,5450
002167,1212
300128,772
002669,1380
688306,1054
688499,5410
603018,775
603569,775
002993,4272
920060,3393
002443,835
688690,2501
000878,1777
300820,4790
603025,1728
002527,1507
002296,1060
603938,1730
600138,1004
002337,614
688570,1787
920593,3411
003026,3018
603123,1398
603331,1176
601156,1793
000633,728
688322,8024
920855,1853
920208,2524
300565,1241
002363,848
688155,5740
688328,2610
301105,4538
920978,3518
688502,37842
300171,1537
301419,3247
300109,1652
603005,2735
002528,285
301120,1827
002065,912
000711,171
300747,2577
600875,2290
002849,1486
301322,2686
600362,4185
920099,3100
000573,402
002290,4024
300743,2069
920002,10570
001203,2817
002064,1035
002052,1210
301188,1726
603989,1611
002326,2305
603890,1562
002418,462
920970,808
605183,1909
600265,2083
688400,3995
002571,985
002049,7585
301161,3070
600172,580
601177,1625
300074,465
920088,3018
002492,755
601388,291
688079,1108
601369,994
600499,1344
300975,1225
603738,1524
002584,938
002841,3772
002041,940
002460,6418
000628,4362
688382,2950
600330,1180
301029,2484
300758,1249
002475,5678
603301,6755
600506,2336
605277,2217
300481,1549
688582,6236
601233,1559
603109,2521
605286,3658
301323,5405
600428,722
301252,2710
688128,2890
688187,4888
688216,2176
002979,3866
603036,1935
300677,4366
601226,788
300887,792
688185,6340
688787,10808
000938,2443
000630,546
300124,7155
600114,3061
600735,491
002431,245
601598,614
300611,2579
603530,4116
002843,1784
000833,1848
300035,2095
300546,2469
300810,3770
000503,929
000099,1985
688648,5849
603757,4729
300554,2307
301456,2806
002664,2183
688152,4119
603350,3683
002970,5000
002917,1314
300031,2129
002465,1313
301007,3632
688512,1066
603759,1011
300409,2140
301255,2720
603223,949
688426,2470
000811,1649
000030,571
603950,2914
603026,7111
002048,2731
002490,637
300952,3251
002667,1335
600667,765
603867,2485
600822,1088
001228,2628
603308,4039
601689,6927
300762,3644
002201,837
603931,3274
002929,3853
002074,3800
301613,4764
601008,516
002585,646
601279,517
601137,2011
002516,649
688401,4948
000927,260
603042,1758
000504,847
600368,391
688207,1502
300255,6328
688448,4185
603081,1373
603049,5624
000507,524
002134,2291
688610,5900
002135,459
603078,1772
600711,1382
600130,395
002182,1383
600460,2767
300620,15600
603556,3310
600620,662
600530,662
000761,331
600395,465
002270,2525
300905,3183
300072,465
300332,530
603915,1665
603378,666
688279,18282
920090,667
000751,401
301076,4150
301413,11572
300522,1210
000837,1205
600463,1145
002331,877
002881,4191
603893,17310
002076,203
300033,31140
301008,3390
300164,542
000020,1426
605099,3810
301617,7273
301073,2730
603052,3006
603092,6691
688557,3540
688533,2865
301500,1505
600733,821
300085,3980
002534,1711
000036,549
301199,2140
300613,4475
000061,964
002153,1032
000155,1174
603810,1589
600289,693
002453,622
688798,7141
601168,2565
688209,2012
300166,972
300748,3333
300998,2153
301607,3960
601956,695
002145,487
920974,836
300657,2721
300615,1322
688360,2094
002921,1468
002472,4144
688667,6035
601991,352
002526,352
603993,1836
300681,2404
002992,4880
600699,2968
001287,2130
300722,3267
002846,1564
688608,21150
605338,2918
688766,12400
300180,642
600691,286
300390,5000
002553,2575
301058,1075
600895,3801
688593,1866
300457,2584
300091,289
300499,2896
920000,1954
000639,362
600370,218
600732,1304
301187,2616
688500,6330
001221,5894
600967,1605
000338,1752
920781,950
920245,2787
002708,1247
301191,10260
301186,4600
688110,11597
300776,5887
688595,3170
920195,2139
000755,515
301392,13207
301396,6151
603701,2001
688783,2297
300403,1330
600741,1994
300272,747
688795,66410
688061,3119
300041,1120
603120,3957
002532,1421
688018,15718
300580,2326
601238,823
000762,2628
000831,4515
600212,829
920985,755
688256,126800
920578,2564
000617,909
920832,760
300602,2963
301489,18769
300021,455
688007,1672
600022,152
002114,838
300540,1900
603936,1142
002731,1296
002746,611
301293,5492
000629,305
301096,5412
688178,2445
603500,1147
001306,7895
603922,1913
301150,3833
300508,3300
300162,769
002987,1919
601865,1538
002554,307
300953,14189
600340,231
603813,3857
600403,695
300484,1850
600796,618
300656,2168
300691,1699
300919,4100
920961,2876
300249,1406
688778,7090
601089,2422
688097,3274
000533,856
920981,3295
600173,708
300553,3609
002522,548
300643,1885
301588,1810
301591,3801
000060,551
600010,237
002454,866
300541,1426
002276,1585
003004,2222
300931,1111
001316,3493
603279,1510
300496,6591
000960,2805
600157,160
600611,558
600366,1363
002638,321
601377,722
002548,563
000887,2166
600961,1610
300593,2500
603680,1373
301633,6618
300515,1939
300196,1375
000790,405
002405,891
601228,325
002333,569
300815,2192
600962,2035
300443,2770
600965,570
002213,2532
300673,1877
688599,1629
601958,1471
603395,2944
688381,2290
600681,409
300976,5808
920699,4991
300898,2947
301458,3192
600784,655
688098,901
600610,983
300191,1807
002982,1393
600371,903
300037,4932
002352,3785
600307,165
002676,823
600108,330
300566,1817
000933,2640
300893,2396
300802,1820
600660,6207
300678,2985
002816,2071
300470,3650
688343,6972
600136,166
000868,498
002160,498
002406,748
601866,250
603200,6912
002360,499
000059,498
920808,7004
603115,1839
301125,1757
301315,5680
002920,12500
002255,1262
605111,3358
002313,1005
002808,502
301571,5042
600810,844
002181,843
603040,7790
000409,1098
600227,254
603098,1272
300101,2378
603519,1188
002723,850
920089,1950
920185,3233
601002,514
002077,1459
600168,514
603190,2658
603881,2920
002901,4899
300825,949
300449,690
002268,1815
002192,5075
603051,1988
300077,1988
002756,4854
000777,2086
300951,3374
002741,2000
301148,4697
920149,1219
603118,1133
605086,3747
002132,348
600848,1133
002005,262
002001,2441
301382,3313
603995,1832
603281,2702
000985,1930
605566,2821
000717,263
688246,2553
000758,616
600526,530
603270,2383
002915,2210
600279,530
600288,1502
688317,2038
688693,3728
300016,799
300100,3650
603370,4621
600468,714
000049,2677
002595,8215
001378,2233
301041,2682
688065,4831
002470,179
300386,1612
603132,1434
300757,21065
300103,719
301071,3506
688625,3867
688182,2609
002629,720
300637,1175
002438,1535
000909,540
000423,4871
002094,720
001319,2535
002828,1086
601600,1085
688219,1177
001696,2082
603900,906
600745,3721
603379,5822
688049,5000
002205,1360
600592,2458
001202,1549
600570,2917
688267,2742
300763,7030
300724,8670
000670,732
600845,2016
002656,276
002940,3316
688775,23949
300606,2119
002591,647
920198,1018
003022,1849
301398,4722
300995,3707
301292,5560
000531,649
000066,1392
301039,1021
688432,1208
601399,557
301171,3342
605118,2881
300936,3624
600612,4462
002159,1583
603267,4847
688583,9601
920896,2144
600927,1500
002298,1026
301565,2439
001239,1595
002637,1032
688096,752
603669,472
603501,12438
600378,3018
301577,5569
688685,5193
002742,473
300490,1136
603726,2179
301248,2855
002644,952
600794,381
603172,1811
002863,572
001266,2860
002165,763
300094,382
000975,2479
600881,191
300665,958
688258,6613
003019,3262
300319,1151
002892,1248
603612,2305
688022,1442
300483,1446
003027,2017
300711,2211
920110,3666
688609,968
002886,1945
301155,7777
688252,2127
300052,1165
301333,5764
603605,6840
688257,3127
603218,1273
601611,1271
002823,1567
920375,1373
603638,1864
300184,981
603068,3632
600480,1178
301180,1577
688489,4242
300881,3359
688077,3064
002899,2574
600127,695
002451,995
301291,4183
300153,2890
601061,1396
000815,1101
000526,3906
920179,3591
300219,702
920942,3198
600576,602
688530,1610
600563,10163
301106,2912
688321,2818
300416,1711
603260,5140
603392,4643
300013,403
603390,1310
300044,404
002476,606
000019,707
300531,1726
920015,4984
300879,2851
920425,2139
300001,2548
688312,3159
688106,1943
002402,3895
688151,1951
000550,1852
300509,1235
300388,825
002299,1643
002537,825
301127,1548
002580,1238
603192,2376
688339,2793
920768,1239
601965,1759
300320,932
688580,4661
688777,4768
301036,3635
600100,830
002657,2698
600067,416
600996,1042
002996,731
301533,4190
300204,2717
301190,2091
002324,1260
301211,1262
002635,1375
300203,1578
002765,1159
300323,742
600388,1591
002148,848
002174,1167
600257,637
605336,1487
300466,958
000534,2240
600361,425
600121,427
002947,4493
300138,1290
000736,539
300523,2269
300695,8644
002641,432
600141,3360
001299,1189
688456,5321
002559,977
603009,4138
000063,3703
603312,4691
688443,2633
002097,1198
002888,1869
002273,2421
000009,994
603082,3530
600768,1322
002995,1650
920242,2985
301032,1221
603027,1000
301033,6745
600110,668
688135,2673
603307,3899
688589,2228
920504,2458
600586,558
600354,672
688288,2691
002225,561
600581,337
300925,2022
002195,673
301630,16798
300327,2815
300930,2930
600126,789
002055,677
600360,793
603290,9404
920139,2153
301289,5904
002949,1363
301559,1591
301215,682
002813,3071
688356,8188
603879,569
300517,1138
002960,1025
600650,1594
601601,4104
600715,228
600569,228
002826,1827
603315,1490
601225,2180
688076,3907
301119,5171
688722,1839
002547,460
688716,3801
688073,6450
001333,2189
300278,577
300378,4149
300899,3231
002398,577
601615,1385
301590,16879
603988,2424
000957,1154
920725,3470
002133,347
002318,2668
301181,3713
920357,2560
002010,582
605050,1282
688651,4084
301048,1138
002236,1868
920271,1639
300348,1408
688708,5754
605499,27265
688600,2360
605006,709
002467,590
000962,2963
002556,595
002158,2380
002129,834
002912,2861
003007,3222
600744,597
600053,1911
603897,2628
600219,478
000676,837
601727,837
603045,1914
688271,12734
600326,1083
600006,722
600868,362
601688,2293
002645,1449
600566,2658
002487,5437
605122,1330
600410,1695
600120,606
300735,2425
603327,1093
002112,1337
300573,6817
600052,488
002107,609
002872,487
002374,366
002283,610
300671,3209
002714,4919
300561,1352
920433,612
920879,2222
688368,11000
688013,4820
300345,618
300062,988
300287,495
300177,990
002459,1114
688410,1489
603788,1612
002128,2727
600783,1490
603979,7456
920802,1617
600449,1245
600935,249
920694,1993
002368,2369
002427,625
301608,8641
603496,2631
300801,2631
300920,3760
301491,5520
002131,502
002997,3639
003032,629
301632,2396
920284,3912
301285,7081
603659,2665
002515,633
300042,2540
603257,5595
002241,2798
002893,1151
601882,1911
603063,3335
001210,1673
688093,3490
600500,388
688112,3630
002117,1295
002617,779
603230,1299
605100,3899
002980,2083
600595,784
603160,7727
920469,1174
300864,1960
600380,1179
920019,1973
300760,19819
300266,263
002681,658
603071,1316
300839,1187
002456,1059
603176,528
000968,660
688332,12554
603806,1325
920021,666
688391,2810
605133,3206
001298,2929
301348,2008
001358,2548
000998,940
301580,4290
002106,1075
688789,7938
688653,1216
600583,541
300737,543
920239,3244
603197,3666
603107,1499
688220,7887
688529,1769
603678,3282
300082,955
301318,2739
300746,1235
600551,827
000600,826
002546,689
601857,965
688153,3587
300442,4979
600702,5800
600738,553
300871,2075
603798,1523
000590,1107
603035,1527
301110,6413
688210,4744
605378,2235
688567,1538
601088,4059
600588,1260
000798,1122
600182,1543
600787,567
301325,4915
688229,6090
603639,1267
600333,567
300959,10491
000062,2420
920378,996
301575,4963
300488,2991
001872,1995
300631,2854
000767,285
603089,1290
002093,1147
688146,4037
000922,1291
002369,866
002212,865
300838,1444
000545,289
920834,1736
600719,578
002247,289
300304,1158
000997,2609
688522,3767
600323,2911
688100,3633
920263,1306
688558,2774
600458,1316
300532,1170
600517,588
601127,12060
300474,7503
300193,883
688127,3685
600032,736
605500,886
002226,591
002136,1182
601005,148
603667,5031
600079,1922
300322,2368
300088,593
605305,4152
603202,9198
300927,2369
600358,594
920175,1195
002239,299
603898,1340
601113,449
301189,3892
300645,1798
002973,1348
002357,1041
000599,601
920346,2550
000151,1205
601311,904
300738,1808
300353,1961
000088,452
002911,1210
002578,453
600392,2119
920035,4420
002698,1666
300014,6856
920556,1066
688510,2439
688272,2746
601975,305
920455,915
603275,4120
603381,1986
920541,1378
688318,12856
603309,1378
600293,307
000158,2007
300989,1700
300008,775
920873,773
001282,2016
688379,5589
003015,1555
001230,2180
688545,3738
301556,9670
002908,935
000039,942
002146,156
300915,2503
603848,1889
301349,4537
002728,1110
301053,3308
300491,2534
601155,1419
001380,2218
002184,1269
002265,2556
002875,1598
600668,1115
688335,2228
600602,1758
600448,321
603004,2246
002125,1447
002140,1130
920871,1616
601336,7116
600916,808
601880,162
688573,2266
300848,1458
300212,1623
000880,2600
300080,488
002479,488
002805,1628
688416,5047
000795,976
688170,3100
002779,11100
000983,654
603289,985
000002,490
600156,821
301160,6412
600666,330
000931,496
688378,2811
002677,829
300211,828
600606,166
000809,332
688697,1498
300011,833
601992,167
688330,3510
601003,502
000403,1339
920010,1175
002139,1340
002323,168
600618,1177
688687,2525
000537,844
301589,15365
300433,2871
603693,1182
301373,3042
601021,5579
002455,676
600081,1184
300143,1015
300638,2710
300873,2203
000576,1019
603586,1869
300432,1529
000951,1700
301512,4258
301280,4769
002700,682
603980,514
600802,686
920418,2921
002786,859
688622,12060
301085,4997
300217,518
688779,690
688059,7951
920856,1730
002482,173
301090,693
300652,5039
002882,2954
000881,869
000708,1566
920675,1045
002806,1221
920132,1753
300371,1236
603011,2273
001339,4801
300073,5669
920685,1423
300412,534
002707,715
603048,2147
600167,713
601121,716
600575,358
603527,1078
920374,2511
600171,3080
301238,1989
600577,1083
688159,4912
002062,912
605218,1825
300861,1462
001896,549
688015,2201
603135,919
300536,732
000987,739
600815,370
688201,1295
605018,1110
601633,2221
601015,370
300785,3927
920976,2628
920275,927
600350,937
688299,1698
002075,566
301152,3016
920261,1510
601288,755
300441,757
000818,1889
600516,569
688717,6454
920475,1900
002981,2851
605169,1332
300800,1145
001300,1522
600406,2284
603800,5361
002279,765
300121,1337
603012,575
603321,769
688113,3851
301157,5033
002271,1355
002069,386
688657,5242
601026,1942
688628,3117
301345,25133
300389,1562
300821,1175
000807,2923
002895,3544
003018,1768
600653,197
600722,592
600058,986
002082,1183
688129,1978
603232,2189
301203,3202
002662,397
603156,2604
002261,3012
600619,2006
600819,805
688080,5030
605011,2013
002655,1208
300807,5050
600792,405
300047,1217
002663,203
600482,2030
002302,611
600195,815
300286,2262
600217,408
688084,7379
300229,1858
000544,826
001218,2281
920014,1242
002116,1037
002943,3538
300921,2289
301162,5210
600834,836
920679,2087
002011,1254
002345,1254
600853,421
603070,1266
300504,1480
000029,2332
002230,4880
688602,851
688334,1917
002180,1916
603399,1065
600425,426
300058,854
600682,857
600231,213
603336,857
002925,1716
603210,1941
603066,1073
002137,860
600496,430
603076,2375
600871,216
600527,216
301379,2597
000928,652
300811,7181
002959,4377
600831,436
000999,2838
301363,2189
920640,3720
603360,3069
688052,14895
603676,1098
000400,2635
002248,1098
001280,6414
300766,3084
300960,2444
600478,664
300782,7558
920005,4235
002091,896
002577,1788
000701,671
002095,1788
002540,673
688517,1572
603926,1575
000713,674
603077,225
300145,450
001388,4288
920957,1359
603823,1584
300571,2717
600771,1815
300661,6581
300292,457
601619,458
603776,1828
600169,230
300772,1836
603859,3926
002423,1157
300127,3027
000718,235
301668,4891
603595,1636
000709,234
301429,1880
002053,1176
688215,7089
300689,4484
000552,236
601868,236
603602,1424
600322,238
688646,3580
300769,4298
301316,4531
688353,9314
300651,2151
000852,719
601995,3592
301339,1445
301022,3133
300622,2897
300301,242
688566,2908
601799,12350
300351,1698
002171,1214
301602,2187
301000,3651
001386,2428
603375,3666
605028,2692
600239,246
300428,2215
600750,2463
002321,247
002367,741
000801,1730
002530,989
002021,248
300377,2245
300017,998
300123,750
300706,3496
600292,1252
300415,2506
002793,501
301309,2760
002440,754
000565,755
600571,1513
300290,3021
600191,1263
001289,1516
603196,2535
603339,1271
600770,507
300161,2804
301195,3319
600278,768
600446,1546
688195,16471
300268,1292
000016,520
920491,2870
300981,1302
603505,1827
603398,779
603648,1046
301616,4971
300370,263
301177,2897
600560,1587
002967,2118
600353,1591
688538,265
605158,796
600688,266
603182,1596
603198,4009
600643,533
002096,1342
603966,1075
300642,1882
600170,269
002642,808
688576,6210
601968,542
002452,811
300963,2168
300239,544
300834,2169
600976,3545
600616,546
001207,2461
600885,3012
605117,8785
300263,824
605033,1926
002755,1652
601528,551
300257,1390
920087,1674
301609,4198
600390,554
600021,1961
000017,842
600658,562
